#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2021-02-06-20-23-41
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1612643016.953869	CcUftd4CDDoLxvT0ae	2001:16b8:407e:7e00:4956:3c56:9e87:9190	51948	2a00:1450:4001:829::2002	443	tcp	-	0.034630	102	53	SF	F	F	0	DdfAFr	4	390	4	317	-
1612643016.953816	CrxqfJ24PZTK3o8fbl	192.168.178.124	43318	142.250.185.194	443	tcp	-	0.039332	102	53	SF	T	F	0	DdAfFr	5	362	5	277	-
1612643013.333259	CVeEG2M8Ib6shQ2li	2001:16b8:407e:7e00:4956:3c56:9e87:9190	41450	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.003537	45	106	SF	F	F	0	Dd	1	93	1	154	-
1612643013.344517	CSEO3f4uHYsLJ8qoL3	192.168.178.124	56886	192.168.178.1	53	udp	dns	0.004304	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643013.344533	C8vkRwjwH0St38Jy1	192.168.178.124	54941	192.168.178.1	53	udp	dns	0.004288	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643013.344556	CW5NyE2EOzBHEVSFV6	192.168.178.124	43043	192.168.178.1	53	udp	dns	0.005653	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643013.348921	Clywsw2dQVKrMHfgF4	192.168.178.124	39067	192.168.178.1	53	udp	dns	0.004610	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643013.348934	CzkCdb3gV2dur8g8me	192.168.178.124	34183	192.168.178.1	53	udp	dns	0.006016	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643013.350262	C1SYb326hoBCkPuawc	192.168.178.124	36792	192.168.178.1	53	udp	dns	0.006775	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643013.696988	C46S6d12RdYxkUqwI7	2001:16b8:407e:7e00:4956:3c56:9e87:9190	58677	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.010261	89	162	SF	F	F	0	Dd	2	185	2	258	-
1612643013.697110	CJ7nW74W9P9tEUS2a1	2001:16b8:407e:7e00:4956:3c56:9e87:9190	33323	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.011039	85	158	SF	F	F	0	Dd	2	181	2	254	-
1612643013.697213	CN5cEw3imuOVt2MnD8	2001:16b8:407e:7e00:4956:3c56:9e87:9190	39362	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.011484	85	158	SF	F	F	0	Dd	2	181	2	254	-
1612643013.697328	CuoHvo1BxZ3PBT2gZ1	2001:16b8:407e:7e00:4956:3c56:9e87:9190	48690	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.012083	95	168	SF	F	F	0	Dd	2	191	2	264	-
1612643013.697424	CI5tm935aIRVVDlzu5	2001:16b8:407e:7e00:4956:3c56:9e87:9190	38460	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.013068	95	168	SF	F	F	0	Dd	2	191	2	264	-
1612643013.698915	C7kjwp2MjFTRIxzqqc	2001:16b8:407e:7e00:4956:3c56:9e87:9190	35125	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.007148	45	106	SF	F	F	0	Dd	1	93	1	154	-
1612643013.707564	Cz6XsZ3pqOmdxFqA4	2001:16b8:407e:7e00:4956:3c56:9e87:9190	46828	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.006252	89	162	SF	F	F	0	Dd	2	185	2	258	-
1612643013.926502	Cy1knb4idygytRTOb4	192.168.178.124	40358	192.168.178.1	53	udp	dns	0.003918	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643013.930493	CCDUa21ZZIPehCRGd6	192.168.178.124	50368	192.168.178.1	53	udp	dns	0.002705	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643014.352880	CkUY6gkE8KupL9lPb	192.168.178.124	38046	192.168.178.1	53	udp	dns	0.017288	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643014.355216	CkhWVf1u8qmuRkYjMh	192.168.178.124	45084	192.168.178.1	53	udp	dns	0.016320	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643014.357255	C4VvjW3fNIWJIM81P1	192.168.178.124	37486	192.168.178.1	53	udp	dns	0.016112	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643014.370296	CiQ1Et3COqvzNUJWGe	192.168.178.124	50438	192.168.178.1	53	udp	dns	0.004452	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643014.371632	CFEiFa32KLfpouYbmf	192.168.178.124	35896	192.168.178.1	53	udp	dns	0.004480	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643014.373441	CpMlen2I7b28dIMJ2c	192.168.178.124	46188	192.168.178.1	53	udp	dns	0.004074	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643014.699779	CAXQCf2CJSgQYNfRwh	2001:16b8:407e:7e00:4956:3c56:9e87:9190	46654	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.002462	42	99	SF	F	F	0	Dd	1	90	1	147	-
1612643014.703607	CO5olmOvvyUNaOUU4	2001:16b8:407e:7e00:4956:3c56:9e87:9190	46736	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.002753	42	99	SF	F	F	0	Dd	1	90	1	147	-
1612643014.708025	Cn7nK04BEmjjhEGTSh	2001:16b8:407e:7e00:4956:3c56:9e87:9190	54020	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.001370	42	99	SF	F	F	0	Dd	1	90	1	147	-
1612643014.728550	CPGWPS3WTUStndxef9	2001:16b8:407e:7e00:4956:3c56:9e87:9190	57297	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.004834	42	99	SF	F	F	0	Dd	1	90	1	147	-
1612643014.735180	CxOsL7O1T6AgeizQf	2001:16b8:407e:7e00:4956:3c56:9e87:9190	53692	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.001402	42	99	SF	F	F	0	Dd	1	90	1	147	-
1612643014.933705	C0Zw8b3Zv5jBikHtDf	192.168.178.124	47103	192.168.178.1	53	udp	dns	0.009450	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643014.943293	CIWuq03OIq06pzXlsl	192.168.178.124	48585	192.168.178.1	53	udp	dns	0.005528	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643015.335904	CByGEH2KGLoWp0ZPl7	2001:16b8:407e:7e00:4956:3c56:9e87:9190	45530	fd00::ca0e:14ff:fede:d33d	53	udp	dns	0.001690	45	106	SF	F	F	0	Dd	1	93	1	154	-
1612643015.375068	CfDK0I1QYtCaangFYf	192.168.178.124	56731	192.168.178.1	53	udp	dns	0.002749	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643015.376556	CgRKf42TfxCiut1rA	192.168.178.124	54483	192.168.178.1	53	udp	dns	0.004561	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643015.377911	C4zsOlEAoAQamlrQ8	192.168.178.124	47273	192.168.178.1	53	udp	dns	0.003206	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643015.377971	C0Zsw1188nF7IWBey9	192.168.178.124	34816	192.168.178.1	53	udp	dns	0.004526	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643015.381214	COoB6S1fC8ofqIEMpl	192.168.178.124	53621	192.168.178.1	53	udp	dns	0.002698	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643015.382558	CCY0CR30tAYdacA3Q4	192.168.178.124	52240	192.168.178.1	53	udp	dns	0.004344	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643015.949216	CSCE7s4ip1BXFgWwqa	192.168.178.124	53746	192.168.178.1	53	udp	dns	0.006167	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643015.955496	CPsSTl2pL4xCwEsQt9	192.168.178.124	57130	192.168.178.1	53	udp	dns	0.002422	70	220	SF	T	T	0	Dd	2	126	2	276	-
1612643016.381649	CXjzbE8dQhzo5ivU1	192.168.178.124	45131	192.168.178.1	53	udp	dns	0.003685	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643016.384297	CEOgLh1gnSKtpaBHj3	192.168.178.124	51467	192.168.178.1	53	udp	dns	0.002426	90	174	SF	T	T	0	Dd	2	146	2	230	-
1612643016.385504	CiFttc2B1jq0qIp8G4	192.168.178.124	37970	192.168.178.1	53	udp	dns	0.002656	70	220	SF	T	T	0	Dd	2	126	2	276	-
