,x,y
0,0.0,0.0
1,0.0014516129032258066,0.5246698041597085
2,0.0017741935483870969,0.5814786701077881
3,0.0017741935483870969,0.5825110065280097
4,0.0017741935483870969,0.5825717321997874
5,0.0017741935483870969,0.58384697130712
6,0.0017741935483870969,0.5839076969788979
7,0.0017741935483870969,0.5843935023531198
8,0.0017741935483870969,0.5844845908607864
9,0.0017741935483870969,0.5847578563837863
10,0.0017741935483870969,0.584818582055564
11,0.0017741935483870969,0.5849400333991195
12,0.0017741935483870969,0.5850007590708972
13,0.0017741935483870969,0.5851222104144527
14,0.0017741935483870969,0.585304387429786
15,0.0017741935483870969,0.5853651131015637
16,0.0017741935483870969,0.5858812813116745
17,0.0017741935483870969,0.5859420069834522
18,0.0017741935483870969,0.5859723698193411
19,0.0017741935483870969,0.5860330954911188
20,0.0017741935483870969,0.5860634583270078
21,0.0017741935483870969,0.586488538029452
22,0.0017741935483870969,0.5865189008653409
23,0.0017741935483870969,0.5866403522088963
24,0.0017741935483870969,0.586701077880674
25,0.0017741935483870969,0.5867314407165629
26,0.0017741935483870969,0.5868225292242295
27,0.0017741935483870969,0.5868528920601184
28,0.0017741935483870969,0.5869743434036739
29,0.0017741935483870969,0.5872779717625626
30,0.0017741935483870969,0.5873386974343404
31,0.0017741935483870969,0.5875208744496736
32,0.0017741935483870969,0.5876119629573402
33,0.0017741935483870969,0.5876726886291179
34,0.0017741935483870969,0.5877030514650068
35,0.0017741935483870969,0.5880674054956733
36,0.0017741935483870969,0.5880977683315621
37,0.0017741935483870969,0.5881584940033399
38,0.0017741935483870969,0.5881888568392288
39,0.0017741935483870969,0.5883103081827843
40,0.0017741935483870969,0.5884621223622286
41,0.0017741935483870969,0.5885532108698952
42,0.0017741935483870969,0.5886442993775619
43,0.0017741935483870969,0.5887353878852285
44,0.0017741935483870969,0.5888264763928951
45,0.0017741935483870969,0.589099741915895
46,0.0017741935483870969,0.5891908304235616
47,0.0017741935483870969,0.589312281767117
48,0.0017741935483870969,0.5893426446030059
49,0.0017741935483870969,0.5894033702747836
50,0.0017741935483870969,0.5894944587824503
51,0.0017741935483870969,0.589555184454228
52,0.0017741935483870969,0.5896159101260058
53,0.0018279569892473118,0.5896159101260058
54,0.0018279569892473118,0.5896462729618946
55,0.0018279569892473118,0.5897069986336724
56,0.0018279569892473118,0.5898891756490057
57,0.0018279569892473118,0.5900106269925611
58,0.0018279569892473118,0.59004098982845
59,0.0018279569892473118,0.5902231668437832
60,0.0018279569892473118,0.5909215120692273
61,0.0018279569892473118,0.590982237741005
62,0.0018279569892473118,0.5910126005768939
63,0.0018279569892473118,0.5911036890845605
64,0.0018279569892473118,0.5911340519204493
65,0.0018279569892473118,0.5912555032640049
66,0.0018279569892473118,0.5913162289357826
67,0.0018279569892473118,0.5914376802793381
68,0.0018279569892473118,0.5915287687870047
69,0.0018279569892473118,0.5915591316228935
70,0.0018279569892473118,0.5933201761044482
71,0.0018279569892473118,0.5933809017762259
72,0.0018279569892473118,0.5934416274480037
73,0.0018279569892473118,0.5935630787915591
74,0.0018279569892473118,0.593593441627448
75,0.0018279569892473118,0.5936541672992257
76,0.0018279569892473118,0.5942310611811144
77,0.0018279569892473118,0.5943221496887809
78,0.0018279569892473118,0.5944132381964475
79,0.0018279569892473118,0.5945043267041141
80,0.0018279569892473118,0.5946561408835586
81,0.0018279569892473118,0.5947168665553363
82,0.0018279569892473118,0.594777592227114
83,0.0018279569892473118,0.5949294064065583
84,0.0018279569892473118,0.5951115834218916
85,0.0018279569892473118,0.5952937604372248
86,0.0018279569892473118,0.5953848489448914
87,0.0018279569892473118,0.5954152117807803
88,0.0018279569892473118,0.5954759374525581
89,0.0018279569892473118,0.5955670259602247
90,0.0018279569892473118,0.5956884773037802
91,0.0018279569892473118,0.5958099286473356
92,0.0018279569892473118,0.59596174282678
93,0.0018279569892473118,0.5960528313344466
94,0.0018279569892473118,0.5961439198421132
95,0.0018279569892473118,0.5961742826780021
96,0.0018279569892473118,0.5963564596933354
97,0.0018279569892473118,0.5965082738727797
98,0.0018279569892473118,0.5966297252163352
99,0.0018279569892473118,0.5967208137240019
100,0.0018279569892473118,0.5969940792470017
101,0.0018279569892473118,0.5970548049187794
102,0.0018279569892473118,0.5971155305905571
103,0.0018279569892473118,0.5972369819341127
104,0.0018279569892473118,0.5973584332776681
105,0.0018279569892473118,0.5975102474571125
106,0.0018279569892473118,0.5976013359647792
107,0.0018279569892473118,0.5979656899954455
108,0.0018279569892473118,0.5979960528313345
109,0.0018279569892473118,0.5981782298466677
110,0.0018279569892473118,0.5982389555184454
111,0.0018279569892473118,0.5982996811902231
112,0.0018279569892473118,0.5983604068620009
113,0.0018279569892473118,0.5984514953696676
114,0.0018279569892473118,0.5984818582055564
115,0.0018279569892473118,0.5988462122362228
116,0.0018279569892473118,0.5988765750721118
117,0.0018279569892473118,0.5989676635797784
118,0.0018279569892473118,0.5990283892515561
119,0.0018279569892473118,0.599058752087445
120,0.0018279569892473118,0.5991194777592227
121,0.0018279569892473118,0.5992105662668893
122,0.0018279569892473118,0.5993623804463337
123,0.0018279569892473118,0.5993927432822226
124,0.0018279569892473118,0.599514194625778
125,0.0018279569892473118,0.5995445574616669
126,0.0018279569892473118,0.6023986640352209
127,0.0018279569892473118,0.602611203886443
128,0.0018279569892473118,0.6026719295582207
129,0.0018279569892473118,0.6027630180658874
130,0.0018279569892473118,0.6028237437376651
131,0.0018279569892473118,0.6031273720965539
132,0.0018279569892473118,0.6031577349324427
133,0.0018279569892473118,0.6032791862759982
134,0.0018279569892473118,0.6033399119477759
135,0.0018279569892473118,0.6034917261272202
136,0.0018279569892473118,0.6035524517989981
137,0.0018279569892473118,0.6036131774707758
138,0.0018279569892473118,0.6037042659784424
139,0.001881720430107527,0.6037346288143313
140,0.001881720430107527,0.603795354486109
141,0.001881720430107527,0.6038560801578867
142,0.001881720430107527,0.60403825717322
143,0.001881720430107527,0.6040989828449977
144,0.001881720430107527,0.6041597085167755
145,0.001881720430107527,0.6042204341885532
146,0.001881720430107527,0.6044026112038865
147,0.001881720430107527,0.6044329740397754
148,0.001881720430107527,0.6045847882192197
149,0.001881720430107527,0.6046455138909974
150,0.001881720430107527,0.6047669652345529
151,0.001881720430107527,0.6048276909063307
152,0.001881720430107527,0.6050402307575528
153,0.001881720430107527,0.605708213147108
154,0.001881720430107527,0.6057385759829969
155,0.001881720430107527,0.6057993016547746
156,0.001881720430107527,0.6059511158342189
157,0.001881720430107527,0.6061332928495522
158,0.001881720430107527,0.6061940185213299
159,0.001881720430107527,0.6063458327007742
160,0.001881720430107527,0.6064672840443297
161,0.001881720430107527,0.6065280097161074
162,0.001881720430107527,0.6065887353878853
163,0.001881720430107527,0.6066190982237741
164,0.001881720430107527,0.6066798238955519
165,0.001881720430107527,0.6068316380749962
166,0.001881720430107527,0.6068923637467739
167,0.001881720430107527,0.6071959921056627
168,0.001881720430107527,0.6072567177774404
169,0.001881720430107527,0.6072870806133293
170,0.001881720430107527,0.607347806285107
171,0.001881720430107527,0.6073781691209958
172,0.001881720430107527,0.6074996204645514
173,0.001881720430107527,0.6077425231516623
174,0.001881720430107527,0.6080157886746622
175,0.001881720430107527,0.60807651434644
176,0.001881720430107527,0.6081676028541065
177,0.001881720430107527,0.6082283285258843
178,0.001881720430107527,0.6089873994231061
179,0.001881720430107527,0.609017762258995
180,0.001881720430107527,0.6094124791255503
